Lat,Lon,ID,P,K,Ca
39.70723724,-83.44630432,52411,540,224,3549
39.70146942,-83.44722748,52415,132,248,4368
39.71377563,-83.44746399,52422,78,336,3570
39.70377731,-83.44569397,52454,154,260,4095
39.70331573,-83.44174194,52466,70,268,3696
39.70483398,-83.44540405,52715,880,252,3465
39.70638657,-83.44374084,52779,100,152,1764
39.71507645,-83.44769287,52799,126,304,5082
39.70256424,-83.44887543,52827,72,236,2352
39.70811462,-83.44258881,52830,40,116,2394
39.70277786,-83.44745636,52852,68,192,3591
39.71136475,-83.44655609,52872,56,208,3318
39.70848465,-83.4436264,52911,100,160,2583
39.70371246,-83.44810486,52928,48,152,2772
39.71200943,-83.4486084,52937,154,184,2499
39.70418167,-83.44189453,52959,70,264,3465
39.70268631,-83.44356537,53055,82,276,4431
39.71611023,-83.44593811,53070,68,232,3486
39.70816803,-83.44502258,53104,56,288,3633
39.70568085,-83.44554901,53115,560,448,5817
39.70382309,-83.44328308,53121,216,348,4599
39.70313263,-83.44606781,53133,112,308,3402
39.71537018,-83.44483948,53158,100,188,3990
39.70385361,-83.44038391,53168,112,296,3423
39.70765305,-83.4439621,53271,192,216,3402
39.70111084,-83.44764709,53326,84,248,2751
39.71139145,-83.44752502,53329,138,332,3843
39.70785141,-83.44593048,53371,72,212,2457
39.70662689,-83.43942261,53393,250,400,4011
39.70434189,-83.44482422,53404,88,232,3087
39.70850754,-83.44992065,53446,176,180,2184
39.71189499,-83.44809723,53457,82,228,3171
39.70819092,-83.44115448,53509,154,316,4242
39.70424652,-83.44335938,53515,112,236,3066
39.70818329,-83.44211578,53623,82,244,2982
39.70070267,-83.44805908,53635,192,236,2940
39.70775604,-83.44107056,53657,154,272,4116
39.71266937,-83.44678497,53665,100,216,4032
39.70665359,-83.44911194,53689,116,224,2814
39.70624161,-83.44806671,53740,440,496,3633
39.70998383,-83.44582367,53868,96,316,2751
39.70183563,-83.44583893,53878,88,264,4410
39.70780563,-83.4454422,53883,560,224,3822
39.70190048,-83.44730377,53902,70,256,3927
39.70658875,-83.44038391,54052,138,184,2940
39.70449066,-83.44728088,54133,120,212,3318
39.70580673,-83.44799042,54149,350,336,3402
39.70510483,-83.44351196,54167,68,268,2856
39.70463943,-83.44294739,54171,70,252,3738
39.70338821,-83.44321442,54174,280,280,4788
39.70709229,-83.43933105,54231,216,284,3192
39.70797729,-83.44741058,54240,36,240,3402
39.70381927,-83.44086456,54241,240,404,4179
39.71207428,-83.44570923,54260,100,280,3612
39.7079277,-83.43965149,54278,132,228,3969
39.70622253,-83.44274139,54302,76,428,2835
39.71567535,-83.44586182,54389,216,392,4326
39.70550156,-83.44599915,54452,96,256,2415
39.70347214,-83.44467926,54475,216,280,3591
39.71509171,-83.44818115,54481,176,256,3444
39.70619202,-83.43934631,54521,108,276,3129
39.70232391,-83.44834137,54535,112,276,3066
39.70892334,-83.4437027,54601,72,220,3486
39.70840836,-83.44747925,54619,74,264,3213
39.70378113,-83.4427948,54644,126,208,2856
39.71032333,-83.44394684,54701,164,312,3927
39.70680237,-83.44623566,54702,138,224,2562
39.70806122,-83.44016266,54728,52,172,2730
39.71111298,-83.44457245,54734,192,216,2310
39.70507813,-83.44592285,54747,216,164,2688
39.70448685,-83.44001007,54775,192,400,3591
39.71409607,-83.4446106,54783,100,216,3444
39.70600128,-83.44947815,54822,112,272,3360
39.7106781,-83.44449615,54849,74,212,2793
39.70527267,-83.44402313,54950,146,204,3045
39.71216202,-83.44620514,55037,116,200,2604
39.70682526,-83.44380951,55178,100,204,3423
39.70425797,-83.44094086,55193,340,324,3423
39.70127106,-83.44868469,55281,280,204,3654
39.70819855,-83.44309235,55291,138,368,4305
39.71009064,-83.44729614,55318,146,188,3675
39.70492554,-83.4497757,55333,108,188,3465
39.70775223,-83.44204712,55369,84,212,2394
39.70868683,-83.44559479,55403,154,344,4410
39.70309067,-83.44509125,55423,72,176,3150
39.70623779,-83.43900299,55427,1296,264,3738
39.70191574,-83.44633484,55454,42,268,4221
39.70601654,-83.44173431,55461,108,288,4242
39.71207428,-83.44893646,55473,100,188,3213
39.70154572,-83.44772339,55481,68,196,3507
39.70675278,-83.43992615,55562,116,284,3255
39.7048645,-83.44637299,55689,132,304,3129
39.70796204,-83.45030212,55734,112,148,2121
39.71587753,-83.44541168,55764,310,424,5271
39.7066803,-83.4471817,55815,154,300,3528
39.71437836,-83.44708252,55842,78,200,3234
39.70556259,-83.44940186,55946,126,172,2982
39.70529938,-83.44644928,55961,96,340,2520
39.70355225,-83.44371796,56008,164,308,4347
39.70746994,-83.44441223,56024,126,268,4053
39.7138176,-83.4460144,56044,46,264,3612
39.70495987,-83.44687653,56058,176,480,3759
39.70702362,-83.44675446,56093,300,356,3213
39.71524048,-83.44578552,56100,176,212,3297
39.70842361,-83.44796753,56121,192,236,2457
39.70523834,-83.44159698,56184,76,244,3801
39.70840454,-83.441185,56209,70,244,3360
39.70407486,-83.44671631,56225,44,232,3465
39.71033096,-83.44540405,56234,216,176,3087
39.70458603,-83.44826508,56314,34,168,3192
39.70427704,-83.44046021,56421,120,228,3591
39.70536804,-83.43871307,56468,132,316,3591
39.70427322,-83.43900299,56531,112,300,3129
39.70212936,-83.44879913,56572,90,224,3171
39.71619797,-83.44498444,56585,360,296,4263
39.7049408,-83.44251251,56656,74,176,2541
39.70469666,-83.44924927,56658,112,376,3171
39.70187759,-83.44681549,56696,40,244,4158
39.70441055,-83.44387054,56713,192,288,3360
39.7132988,-83.44495392,56715,46,236,3633
39.71350479,-83.44692993,56755,192,220,3066
39.70722198,-83.44242859,56764,90,312,3822
39.70203018,-83.44538879,56791,62,204,3612
39.71164322,-83.44880676,56801,104,232,3717
39.7087326,-83.4460907,56846,20,248,3066
39.70222473,-83.44493866,56886,68,260,4389
39.70804596,-83.44887543,56893,90,196,1764
39.70458984,-83.43955231,56911,104,252,3087
39.7047081,-83.4405365,56919,132,388,3780
39.70362091,-83.44712067,56941,280,268,3549
39.71617889,-83.44546509,56949,164,312,4536
39.70535278,-83.44888306,56977,76,244,1827
39.70665741,-83.43916321,57006,132,248,2751
39.70660019,-83.44425964,57007,88,288,3171
39.70352173,-83.44516754,57027,60,208,3066
39.71117783,-83.44409943,57044,52,144,2877
39.71373749,-83.44503784,57169,84,264,3927
39.70388031,-83.44426727,57207,80,204,3780
39.70539093,-83.44695282,57208,138,140,2835
39.71609116,-83.4473877,57278,70,180,3528
39.70502472,-83.44834137,57280,164,268,2688
39.70426178,-83.44917297,57299,132,224,2877
39.71332932,-83.4473877,57321,32,212,2562
39.71072006,-83.4469223,57365,46,204,1701
39.70415115,-83.44818878,57419,38,184,3171
39.70545578,-83.44841766,57443,120,248,2856
39.71066284,-83.44836426,57452,164,216,3423
39.70301437,-83.44411469,57564,132,224,3381
39.70849991,-83.44411469,57582,192,348,4641
39.71015549,-83.44779205,60015,146,392,3507
39.70833588,-83.44456482,60102,192,448,4158
39.71232986,-83.44817352,60119,100,300,3129
39.71481323,-83.44716644,60171,240,384,4788
39.70406342,-83.44962311,60179,132,220,2730
39.70557785,-83.44068909,60207,216,400,3381
39.71202469,-83.44715118,60363,60,244,2646
39.70727921,-83.44146729,60372,92,232,4137
39.70344925,-83.44419098,60375,132,236,3213
39.70703125,-83.44433594,60434,176,324,4116
39.71250534,-83.44902802,60468,192,216,3108
39.7076149,-83.45050812,60492,108,236,2814
39.70537949,-83.44743347,60621,240,472,2961
39.70686722,-83.44963837,60624,48,168,2352
39.70231247,-83.44689178,60637,56,296,3948
39.70837402,-83.45081329,60684,108,244,2541
39.70276642,-83.44934082,60686,146,392,3045
39.70259094,-83.44403839,60710,54,308,3150
39.71276474,-83.44824982,61370,176,212,2625
39.70103073,-83.44898987,61425,120,252,2919
39.71131897,-83.44509125,61585,192,196,3318
39.70916367,-83.44470978,61596,74,384,4578
39.71225739,-83.44767761,61663,78,220,3276
39.70921326,-83.44714355,61699,92,228,3444
39.70405579,-83.44720459,61749,104,212,3150
39.70839691,-83.44021606,61926,82,276,3528
39.7057991,-83.44992065,61967,88,112,2730
39.70959473,-83.44478607,61973,60,324,3591
39.70536423,-83.44985199,61985,78,200,2394
39.71159744,-83.44416809,62014,70,176,3381
39.71494675,-83.44476318,62572,90,204,3486
39.70688629,-83.4418869,62604,82,252,3591
39.71158981,-83.44707489,62606,176,192,2709
39.71023941,-83.44441986,62620,116,348,3822
39.70737457,-83.44536591,62623,112,176,2940
39.70319366,-83.44944763,62660,450,456,4662
39.70514297,-83.44061279,62667,132,236,3486
39.70246887,-83.44546509,62716,36,240,3318
39.70601654,-83.44077301,62731,104,200,3738
39.70684433,-83.44139862,62735,216,352,4284
39.7035408,-83.44129181,62746,88,312,4389
39.70520401,-83.44497681,62760,88,268,3276
39.70799255,-83.44789886,62770,92,264,2604
39.70363998,-83.44664001,62771,400,228,4263
39.70877838,-83.44706726,62845,116,248,3423
39.71399689,-83.44798279,62862,126,252,3570
39.70360947,-83.44082642,62906,192,312,3570
39.71439743,-83.44805908,62925,92,252,3066
39.71102524,-83.44794464,62949,52,176,2919
39.71406555,-83.4484787,62953,108,188,3528
39.70581818,-83.44702911,62989,92,180,3003
39.70978546,-83.44384003,63006,48,208,4221
39.70668411,-83.44766235,63035,280,200,3171
39.70730209,-83.44971466,63204,76,196,2058
39.71002579,-83.44486237,63257,176,244,3570
39.70936966,-83.44426727,63276,60,256,4263
39.70929718,-83.44812775,63311,240,252,2835
39.70732498,-83.44100189,63863,154,312,4011
39.70356369,-83.4461441,64021,154,296,4515
39.7114563,-83.44802094,64169,216,284,2751
39.71058655,-83.44786835,64210,112,180,2583
39.71313095,-83.4478302,64229,78,148,2835
39.70097351,-83.44859314,64280,60,272,3066
39.71244812,-83.44432068,64304,108,252,4830
39.70517731,-83.44449615,64441,132,228,3381
39.70711899,-83.44773865,64479,154,236,3318
39.71270752,-83.44873047,64481,330,472,3969
39.70449066,-83.4496994,64505,62,260,3297
39.70796204,-83.45064545,64539,80,240,2310
39.70362473,-83.44954681,64557,440,340,4053
39.70555878,-83.44116974,64566,216,264,3927
39.70050812,-83.44883728,64579,112,284,3570
39.70859909,-83.44509888,64592,120,288,5019
39.70364761,-83.44760895,65136,56,204,2856
39.7145195,-83.44468689,65244,88,232,3150
39.70688629,-83.4409256,65276,216,236,3171
39.7041626,-83.43946838,65316,88,300,3318
39.71493912,-83.44863892,65442,350,416,3591
39.71605682,-83.44689941,65463,70,232,4473
39.71286011,-83.44439697,65486,84,224,3906
39.71319962,-83.44832611,65497,120,240,2940
39.70430756,-83.44434357,65503,146,292,3549
39.70872879,-83.44463348,65506,112,264,4179
39.71269989,-83.44775391,65516,146,156,2667
39.70504761,-83.44204712,65639,90,280,2142
39.70622635,-83.44999695,65824,78,168,3129
